,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,비쌈
6239,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,4,24200,19,2002,덕영대로1555번길 20,True
6240,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,11,23000,9,2002,덕영대로1555번길 20,True
6241,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,49.71,201910,22,22300,3,2002,덕영대로1555번길 20,True
6242,경기도 수원영통구 영통동,971-1,971,1,벽적골롯데,38.16,201910,29,20500,17,2002,덕영대로1555번길 20,True
6253,경기도 수원영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,49.59,201910,5,20800,18,1997,영통로290번길 26,True
6281,경기도 수원영통구 영통동,970-3,970,3,벽적골휴먼시아9단지,49.26,201910,22,23800,18,1999,봉영로1517번길 27,True
6406,경기도 수원영통구 영통동,1048-2,1048,2,청명마을(주공),49.76,201910,1,22700,5,1997,청명북로 81,True
6471,경기도 수원영통구 영통동,955-1,955,1,황골마을주공1,49.76,201910,5,20800,15,1997,영통로 498,True
6558,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,4,24500,4,1987,중부대로271번길 27-9,True
6559,경기도 수원영통구 원천동,35,35,0,주공,41.3,201910,5,20200,13,1987,중부대로271번길 27-9,True
6562,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,9,24500,11,1987,중부대로271번길 27-9,True
6563,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,11,25450,14,1987,중부대로271번길 27-9,True
6564,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,11,24500,15,1987,중부대로271번길 27-9,True
6565,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,12,23950,3,1987,중부대로271번길 27-9,True
6567,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,14,25000,12,1987,중부대로271번길 27-9,True
6568,경기도 수원영통구 원천동,35,35,0,주공,41.3,201910,15,20500,8,1987,중부대로271번길 27-9,True
6572,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,22,25800,12,1987,중부대로271번길 27-9,True
6573,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,25,25500,2,1987,중부대로271번길 27-9,True
6574,경기도 수원영통구 원천동,35,35,0,주공,49.94,201910,29,24350,15,1987,중부대로271번길 27-9,True
6736,경기도 수원장안구 정자동,913,913,0,대월마을주공,49.8,201910,29,21500,19,2002,천천로74번길 35,True
6901,경기도 수원팔달구 우만동,28,28,0,우만주공1단지,47.25,201910,4,31500,5,1988,중부대로223번길 102,True
6902,경기도 수원팔달구 우만동,28,28,0,우만주공1단지,47.25,201910,7,32500,3,1988,중부대로223번길 102,True
6903,경기도 수원팔달구 우만동,28,28,0,우만주공1단지,38.52,201910,8,28000,2,1988,중부대로223번길 102,True
6904,경기도 수원팔달구 우만동,28,28,0,우만주공1단지,38.52,201910,9,27000,3,1988,중부대로223번길 102,True
6905,경기도 수원팔달구 우만동,28,28,0,우만주공2단지,45.77,201910,14,28750,2,1989,중부대로223번길 92,True
6906,경기도 수원팔달구 우만동,300,300,0,우만주공4단지,49.94,201910,2,20500,4,1992,창룡대로 194,True
6912,경기도 수원팔달구 우만동,300,300,0,우만주공4단지,49.94,201910,23,21100,14,1992,창룡대로 194,True
7006,경기도 수원팔달구 화서동,650,650,0,화서5주공,49.99,201910,25,24500,8,1997,덕영대로697번길 48,True
7549,경기도 안산단원구 고잔동,852,852,0,고잔롯데캐슬골드파크,49.66,201910,17,30800,15,2018, ,True
7614,경기도 안산단원구 고잔동,674,674,0,주공5,46.74,201910,1,26900,5,1986,당곡1로 9,True
7616,경기도 안산단원구 고잔동,674,674,0,주공5,47.1,201910,4,27000,2,1986,당곡1로 9,True
7617,경기도 안산단원구 고잔동,674,674,0,주공5,47.1,201910,8,27400,2,1986,당곡1로 9,True
7618,경기도 안산단원구 고잔동,674,674,0,주공5,47.1,201910,12,27000,3,1986,당곡1로 9,True
7619,경기도 안산단원구 고잔동,674,674,0,주공5,39.72,201910,12,24500,1,1986,당곡1로 9,True
7620,경기도 안산단원구 고잔동,674,674,0,주공5,47.1,201910,15,26700,5,1986,당곡1로 9,True
7621,경기도 안산단원구 고잔동,674,674,0,주공5,39.72,201910,16,25000,1,1986,당곡1로 9,True
7622,경기도 안산단원구 고잔동,674,674,0,주공5,46.74,201910,17,27500,5,1986,당곡1로 9,True
7625,경기도 안산단원구 고잔동,674,674,0,주공5,46.74,201910,23,28000,2,1986,당곡1로 9,True
7626,경기도 안산단원구 고잔동,674,674,0,주공5,46.74,201910,23,27000,1,1986,당곡1로 9,True
7627,경기도 안산단원구 고잔동,674,674,0,주공5,39.72,201910,24,25000,1,1986,당곡1로 9,True
7628,경기도 안산단원구 고잔동,674,674,0,주공5,46.74,201910,28,29000,2,1986,당곡1로 9,True
7629,경기도 안산단원구 고잔동,674,674,0,주공5,39.72,201910,29,25000,2,1986,당곡1로 9,True
7630,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,4,21950,2,1986,예술대학로 105,True
7631,경기도 안산단원구 고잔동,676-2,676,2,주공6,47.1,201910,4,26000,4,1986,예술대학로 105,True
7632,경기도 안산단원구 고잔동,676-2,676,2,주공6,47.1,201910,11,26000,3,1986,예술대학로 105,True
7633,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,15,22000,3,1986,예술대학로 105,True
7634,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,18,22000,3,1986,예술대학로 105,True
7635,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,19,22000,2,1986,예술대학로 105,True
7636,경기도 안산단원구 고잔동,676-2,676,2,주공6,46.74,201910,19,26000,5,1986,예술대학로 105,True
7637,경기도 안산단원구 고잔동,676-2,676,2,주공6,46.74,201910,21,25900,2,1986,예술대학로 105,True
7638,경기도 안산단원구 고잔동,676-2,676,2,주공6,47.1,201910,21,26200,5,1986,예술대학로 105,True
7639,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,21,22800,4,1986,예술대학로 105,True
7640,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,21,22000,5,1986,예술대학로 105,True
7641,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,22,23000,4,1986,예술대학로 105,True
7642,경기도 안산단원구 고잔동,676-2,676,2,주공6,46.74,201910,22,26000,3,1986,예술대학로 105,True
7643,경기도 안산단원구 고잔동,676-2,676,2,주공6,46.74,201910,25,26900,3,1986,예술대학로 105,True
7644,경기도 안산단원구 고잔동,676-2,676,2,주공6,46.74,201910,26,27000,1,1986,예술대학로 105,True
7645,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,26,22900,5,1986,예술대학로 105,True
7646,경기도 안산단원구 고잔동,676-2,676,2,주공6,39.72,201910,28,24000,4,1986,예술대학로 105,True
7647,경기도 안산단원구 고잔동,676-2,676,2,주공6,47.01,201910,28,27000,1,1986,예술대학로 105,True
8021,경기도 안산상록구 사동,1536,1536,0,푸른마을주공5,49.99,201910,31,20800,9,2000,광덕4로 460,True
8228,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,1,30700,10,1993,학의로 168,True
8229,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,4,30500,4,1993,학의로 168,True
8230,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,6,28300,7,1993,학의로 168,True
8231,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,8,31000,6,1993,학의로 168,True
8232,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,9,28300,6,1993,학의로 168,True
8233,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,18,30000,6,1993,학의로 168,True
8234,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,23,33000,15,1993,학의로 168,True
8235,경기도 안양동안구 관양동,1587,1587,0,공작럭키,49.8,201910,29,30000,2,1993,학의로 168,True
8238,경기도 안양동안구 관양동,1587-5,1587,5,공작성일,39.6,201910,18,22500,8,1993,달안로 153,True
8248,경기도 안양동안구 관양동,1588,1588,0,공작아파트,37.85,201910,16,20300,15,1993,관평로212번길 21,True
8261,경기도 안양동안구 관양동,1463-6,1463,6,상남,46.44,201910,18,23500,1,1988,관양로 179,True
8279,경기도 안양동안구 관양동,1589,1589,0,한가람(세경),49.68,201910,2,33000,15,1996,달안로 110,True
8280,경기도 안양동안구 관양동,1589,1589,0,한가람(세경),49.68,201910,3,30000,13,1996,달안로 110,True
8282,경기도 안양동안구 관양동,1589,1589,0,한가람(세경),49.68,201910,14,32000,2,1996,달안로 110,True
8285,경기도 안양동안구 관양동,1589-1,1589,1,한가람(신라),42.73,201910,12,26700,3,1992,달안로 124,True
8286,경기도 안양동안구 관양동,1589-1,1589,1,한가람(신라),38.33,201910,17,25000,12,1992,달안로 124,True
8289,경기도 안양동안구 관양동,1586,1586,0,한가람(한양),41.09,201910,13,23500,3,1995,학의로 120,True
8290,경기도 안양동안구 관양동,1586,1586,0,한가람(한양),41.09,201910,17,26900,5,1995,학의로 120,True
8291,경기도 안양동안구 관양동,1586,1586,0,한가람(한양),41.09,201910,21,26800,10,1995,학의로 120,True
8293,경기도 안양동안구 관양동,1470-5,1470,5,한미,43.74,201910,12,28000,2,1986,벌말로 161,True
8295,경기도 안양동안구 관양동,1470-5,1470,5,한미,43.74,201910,18,26400,5,1986,벌말로 161,True
8296,경기도 안양동안구 관양동,1470-5,1470,5,한미,49.68,201910,21,32500,2,1986,벌말로 163,True
8297,경기도 안양동안구 관양동,1470-5,1470,5,한미,43.74,201910,23,26500,4,1986,벌말로 161,True
8311,경기도 안양동안구 비산동,1102-7,1102,7,관악성원,33.735,201910,6,23000,7,1992,동안로 209,True
8312,경기도 안양동안구 비산동,1102-7,1102,7,관악성원,33.735,201910,8,20500,10,1992,동안로 209,True
8313,경기도 안양동안구 비산동,1102-7,1102,7,관악성원,33.735,201910,9,21300,4,1992,동안로 209,True
8314,경기도 안양동안구 비산동,1102-7,1102,7,관악성원,49.68,201910,15,33700,10,1992,동안로 209,True
8317,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,3,24300,3,2003,임곡로80번길 33,True
8321,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,8,24000,6,2003,임곡로80번길 33,True
8324,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,12,25800,10,2003,임곡로80번길 33,True
8325,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,15,26300,3,2003,임곡로80번길 33,True
8326,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,15,27500,23,2003,임곡로 43,True
8327,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,16,26400,14,2003,임곡로 43,True
8328,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,30,27000,5,2003,임곡로 43,True
8329,경기도 안양동안구 비산동,1155,1155,0,그린빌주공,49.48,201910,31,27000,7,2003,임곡로80번길 33,True
8371,경기도 안양동안구 비산동,338,338,0,삼호그린,49.797,201910,12,21000,9,2003,운곡로 76,True
8373,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,7,24300,14,1993,달안로 61,True
8374,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,8,25000,12,1993,달안로 61,True
8375,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,41.265,201910,9,26000,8,1993,달안로 61,True
8376,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,12,25300,13,1993,달안로 61,True
8377,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,41.265,201910,12,25000,7,1993,달안로 61,True
8378,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,12,24250,6,1993,달안로 61,True
8379,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,12,24800,7,1993,달안로 61,True
8380,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,19,24900,4,1993,달안로 61,True
8381,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,41.265,201910,22,26500,11,1993,달안로 61,True
8382,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,41.265,201910,23,22000,1,1993,달안로 61,True
8383,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,42.615,201910,25,24950,6,1993,달안로 61,True
8384,경기도 안양동안구 비산동,1101-2,1101,2,샛별마을한양4-1,41.265,201910,30,24800,9,1993,달안로 61,True
8385,경기도 안양동안구 비산동,1101-8,1101,8,샛별한양4-3,41.265,201910,11,25500,6,1993,달안로 75,True
8386,경기도 안양동안구 비산동,1101-8,1101,8,샛별한양4-3,41.265,201910,16,22200,2,1993,달안로 75,True
8387,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),49.68,201910,8,34500,20,1993,달안로 62,True
8388,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),42.615,201910,12,27300,7,1993,달안로 62,True
8389,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),42.615,201910,16,27750,6,1993,달안로 62,True
8390,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),35.1,201910,22,23100,3,1993,달안로 62,True
8391,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),42.615,201910,24,27000,4,1993,달안로 62,True
8392,경기도 안양동안구 비산동,1109,1109,0,샛별한양6(고층1109),49.68,201910,25,37700,15,1993,달안로 62,True
8393,경기도 안양동안구 비산동,1109-4,1109,4,샛별한양6(고층1109-4),35.1,201910,7,22500,2,1993,달안로 78,True
8394,경기도 안양동안구 비산동,1109-4,1109,4,샛별한양6(고층1109-4),35.1,201910,23,23300,9,1993,달안로 78,True
8396,경기도 안양동안구 비산동,1109-4,1109,4,샛별한양6(고층1109-4),35.1,201910,30,22000,15,1993,달안로 78,True
8397,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),42.615,201910,1,29000,12,1992,평촌대로253번길 18,True
8398,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),49.68,201910,8,32700,3,1992,평촌대로253번길 18,True
8399,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),49.68,201910,9,37800,9,1992,평촌대로253번길 18,True
8400,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),35.1,201910,14,23280,6,1992,평촌대로253번길 18,True
8401,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),49.68,201910,15,37500,18,1992,평촌대로253번길 18,True
8402,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),49.68,201910,21,37500,13,1992,평촌대로253번길 18,True
8403,경기도 안양동안구 비산동,1109-6,1109,6,샛별한양6(고층1109-6),35.1,201910,21,23000,5,1992,평촌대로253번길 18,True
8406,경기도 안양동안구 비산동,1015,1015,0,영화,38.52,201910,5,23000,3,1988,평촌대로427번길 39,True
8407,경기도 안양동안구 비산동,1103-5,1103,5,은하수마을한양,42.615,201910,9,31000,5,1993,동안로159번길 14,True
8408,경기도 안양동안구 비산동,1103-5,1103,5,은하수마을한양,42.615,201910,12,32500,14,1993,동안로159번길 14,True
8409,경기도 안양동안구 비산동,1103-5,1103,5,은하수마을한양,42.615,201910,19,31000,9,1993,동안로159번길 14,True
8410,경기도 안양동안구 비산동,1103-5,1103,5,은하수마을한양,35.1,201910,25,27000,13,1993,동안로159번길 14,True
8419,경기도 안양동안구 비산동,1030-2,1030,2,청운,49.68,201910,8,30000,1,1988,평촌대로374번길 9-35,True
8426,경기도 안양동안구 비산동,279,279,0,화남8,41.94,201910,4,34000,3,1986,매곡로28번길 11,True
8427,경기도 안양동안구 비산동,279,279,0,화남8,40.32,201910,14,36000,6,1986,매곡로28번길 11,True
8428,경기도 안양동안구 비산동,281-1,281,1,화남9,38.43,201910,3,32000,2,1988,매곡로34번길 13,True
8447,경기도 안양동안구 평촌동,Jan-54,54,1,대도,49.82,201910,4,24035,4,1983,흥안대로434번길 19,True
8448,경기도 안양동안구 평촌동,Jan-54,54,1,대도,40.3,201910,29,27000,1,1983,흥안대로434번길 19,True
8481,경기도 안양동안구 평촌동,896-2,896,2,초원마을세경,49.68,201910,3,34700,5,1996,관평로138번길 13,True
8482,경기도 안양동안구 평촌동,896-2,896,2,초원마을세경,49.68,201910,11,36500,11,1996,관평로138번길 13,True
8483,경기도 안양동안구 평촌동,896-2,896,2,초원마을세경,49.68,201910,26,35500,8,1996,관평로138번길 13,True
8484,경기도 안양동안구 평촌동,896-6,896,6,초원부영,37.85,201910,4,25500,3,1992,관평로138번길 63,True
8486,경기도 안양동안구 평촌동,896-6,896,6,초원부영,37.85,201910,9,25000,8,1992,관평로138번길 63,True
8488,경기도 안양동안구 평촌동,896-6,896,6,초원부영,37.85,201910,19,26500,14,1992,관평로138번길 63,True
8520,경기도 안양동안구 호계동,1052,1052,0,목련마을2단지대우선경,34.44,201910,3,32000,14,1992,동안로 102,True
8530,경기도 안양동안구 호계동,1052-3,1052,3,목련우성,41.62,201910,18,35000,6,1992,평촌대로211번길 21,True
8550,경기도 안양동안구 호계동,992-1,992,1,삼신5차,48.81,201910,15,38450,5,1983,흥안대로155번길 54,True
8551,경기도 안양동안구 호계동,992-1,992,1,삼신5차,48.81,201910,19,40250,2,1983,흥안대로155번길 54,True
8571,경기도 안양동안구 호계동,931-3,931,3,신라(931-3),48.28,201910,4,32500,5,1983,경수대로665번길 32,True
8572,경기도 안양동안구 호계동,931-3,931,3,신라(931-3),46.98,201910,14,28800,5,1983,경수대로665번길 32,True
8573,경기도 안양동안구 호계동,315-17,315,17,신미주,45.45,201910,9,33100,4,1989,경수대로665번길 96,True
8574,경기도 안양동안구 호계동,315-17,315,17,신미주,38.43,201910,14,27550,3,1989,경수대로665번길 96,True
8575,경기도 안양동안구 호계동,315-17,315,17,신미주,45.45,201910,19,34600,5,1989,경수대로665번길 96,True
8586,경기도 안양동안구 호계동,916-2,916,2,유환1차,47.61,201910,2,38000,5,1986,시민대로136번길 43,True
8587,경기도 안양동안구 호계동,993-3,993,3,유환2차,41.58,201910,21,36950,3,1986,흥안대로155번길 47,True
8656,경기도 안양만안구 석수동,322-3,322,3,경일,49.5,201910,6,20100,4,1986,안양로468번길 25-8,True
8803,경기도 안양만안구 안양동,622-76,622,76,삼성원시티,49.41,201910,12,20700,4,2017,만안로159번길 31,True
8845,경기도 안양만안구 안양동,1380,1380,0,주공뜨란채(아),45.9,201910,8,37500,9,2004,안양천서로 289,True
8850,경기도 안양만안구 안양동,1380,1380,0,주공뜨란채(아),45.9,201910,12,37500,15,2004,안양천서로 289,True
8854,경기도 안양만안구 안양동,1380,1380,0,주공뜨란채(아),45.9,201910,15,37500,13,2004,안양천서로 289,True
8855,경기도 안양만안구 안양동,1380,1380,0,주공뜨란채(아),45.9,201910,19,36500,12,2004,안양천서로 289,True
8856,경기도 안양만안구 안양동,1380,1380,0,주공뜨란채(아),45.9,201910,22,35500,2,2004,안양천서로 289,True
8890,경기도 안양만안구 안양동,Mar-97,97,3,진흥(97-3),43.59,201910,31,36000,4,1983,안양천서로 245,True
8902,경기도 안양만안구 안양동,164-11,164,11,현암,35.64,201910,9,25500,5,1987,관악대로 43,True
8903,경기도 안양만안구 안양동,164-11,164,11,현암,35.64,201910,18,32800,3,1987,관악대로 43,True
8904,경기도 안양만안구 안양동,164-11,164,11,현암,35.64,201910,28,30000,3,1987,관악대로 43,True
9445,경기도 용인기흥구 구갈동,385,385,0,풍림(저층),47.82,201910,19,28500,4,1994,구갈로28번길 12,True
9619,경기도 용인기흥구 상갈동,481,481,0,금화마을주공3단지(481),49.85,201910,4,21800,7,2001,금화로11번길 10,True
9830,경기도 용인기흥구 중동,628,628,0,신동백 동도센트리움,35.165,201910,15,21300,11,2016,언동로 207,True
10191,경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,39.5619,201910,4,22900,15,2004,신봉1로 27,True
10192,경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,39.5619,201910,11,23200,14,2004,신봉1로 27,True
10193,경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,39.5619,201910,12,24300,10,2004,신봉1로 27,True
10194,경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,39.5619,201910,12,23100,14,2004,신봉1로 27,True
10383,경기도 용인수지구 풍덕천동,1104,1104,0,신정마을주공9,49.26,201910,8,41500,10,2000,풍덕천로 76,True
10385,경기도 용인수지구 풍덕천동,1104,1104,0,신정마을주공9,49.26,201910,18,40000,5,2000,풍덕천로 76,True
10692,경기도 의왕시 오전동,842,842,0,목련풍림,49.5,201910,28,22000,14,1994,오전로 163,True
10693,경기도 의왕시 오전동,841,841,0,백합벽산,49.86,201910,7,22500,2,1994,오전로 179,True
10694,경기도 의왕시 오전동,산149-3,149,3,삼신9차,37.2,201910,2,20300,3,1986,모란길 43,True
10695,경기도 의왕시 오전동,산149-3,149,3,삼신9차,37.2,201910,11,20300,4,1986,모란길 43,True
10696,경기도 의왕시 오전동,산149-3,149,3,삼신9차,39.795,201910,11,22300,2,1986,모란길 43,True
10697,경기도 의왕시 오전동,산149-3,149,3,삼신9차,39.795,201910,11,21400,4,1986,모란길 43,True
10698,경기도 의왕시 오전동,산149-3,149,3,삼신9차,39.795,201910,22,22500,4,1986,모란길 43,True
10699,경기도 의왕시 오전동,산149-3,149,3,삼신9차,39.795,201910,24,23000,4,1986,모란길 43,True
10700,경기도 의왕시 오전동,산149-3,149,3,삼신9차,39.795,201910,26,24100,2,1986,모란길 43,True
10701,경기도 의왕시 오전동,산149-3,149,3,삼신9차,37.2,201910,29,23600,2,1986,모란길 43,True
10715,경기도 의왕시 오전동,산148-1,148,1,청호,45.81,201910,9,24700,1,1990,전주남이길 37,True
11151,경기도 의정부시 의정부동,527,527,0,의정부일성트루엘,45.606,201910,18,20500,1,2014,의정로40번길 12,True
12272,경기도 하남시 신장동,528-5,528,5,백송한신,49.98,201910,1,28000,10,1994,대청로 50,True
12273,경기도 하남시 신장동,528-5,528,5,백송한신,49.98,201910,15,28400,9,1994,대청로 50,True
12274,경기도 하남시 신장동,528-5,528,5,백송한신,49.98,201910,16,27250,4,1994,대청로 50,True
12275,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,4,28800,6,1994,대청로 62,True
12276,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,7,30500,4,1994,대청로 62,True
12277,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,8,30000,20,1994,대청로 62,True
12278,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,10,31000,10,1994,대청로 62,True
12279,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,11,29000,14,1994,대청로 62,True
12280,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,12,28700,5,1994,대청로 62,True
12281,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,14,30700,16,1994,대청로 62,True
12282,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,15,30800,20,1994,대청로 62,True
12283,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,16,27000,1,1994,대청로 62,True
12284,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,21,31000,10,1994,대청로 62,True
12285,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,21,30800,13,1994,대청로 62,True
12286,경기도 하남시 신장동,528,528,0,백조현대,49.98,201910,21,30700,14,1994,대청로 62,True
12296,경기도 하남시 신장동,527,527,0,하남비둘기한국,44.55,201910,11,26300,15,1996,대청로59번길 15,True
12313,경기도 하남시 창우동,518,518,0,부영,49.58,201910,14,32000,8,1994,대청로 119,True
12314,경기도 하남시 창우동,518,518,0,부영,49.58,201910,15,33000,6,1994,대청로 119,True
12316,경기도 하남시 창우동,518,518,0,부영,49.58,201910,31,33000,7,1994,대청로 119,True
15808,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,7,21100,3,1987,신사로 64,True
15809,경상남도 창원의창구 신월동,90,90,0,주공,47.1,201910,8,23600,3,1987,신사로 64,True
15810,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,11,20900,2,1987,신사로 64,True
15811,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,11,20900,1,1987,신사로 64,True
15812,경상남도 창원의창구 신월동,90,90,0,주공,47.1,201910,11,24000,2,1987,신사로 64,True
15818,경상남도 창원의창구 신월동,90,90,0,주공,47.1,201910,16,24000,5,1987,신사로 64,True
15820,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,21,21800,5,1987,신사로 64,True
15821,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,21850,2,1987,신사로 64,True
15822,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,22000,3,1987,신사로 64,True
15823,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,21900,4,1987,신사로 64,True
15824,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,25,22000,1,1987,신사로 64,True
15825,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,26,22000,2,1987,신사로 64,True
15826,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,28,21800,4,1987,신사로 64,True
15827,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,28,23000,5,1987,신사로 64,True
15828,경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,31,24500,5,1987,신사로 64,True
18819,광주광역시 남구 주월동,1186,1186,0,장미,49.65,201910,12,23500,2,1981,대남대로171번길 23,True
19387,광주광역시 북구 운암동,252,252,0,주공3,47.33,201910,9,21000,2,1984,북문대로98번길 50,True
