,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,비쌈
28485,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,49.75,201910,10,40300,5,1981,시흥대로47길 43,True
28486,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,41.22,201910,21,29800,5,1981,시흥대로47길 43,True
28487,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,41.22,201910,29,32500,12,1981,시흥대로47길 43,True
28511,서울특별시 금천구 시흥동,999-1,999,1,산호시티빌,41.58,201910,19,23000,14,2003,시흥대로 251,True
28540,서울특별시 금천구 시흥동,220-2,220,2,현대(220-2),49.14,201910,10,34000,4,1984,탑골로3길 50,True
28563,서울특별시 노원구 공릉동,109,109,0,비선아파트,48.6,201910,5,31400,5,1999,화랑로51길 78,True
28569,서울특별시 노원구 공릉동,109,109,0,비선아파트,48.6,201910,22,34000,12,1999,화랑로51길 78,True
28573,서울특별시 노원구 공릉동,714,714,0,삼익4단지아파트,39.6,201910,16,24000,1,1994,동일로198가길 13,True
28579,서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,39.6,201910,1,24000,5,1994,동일로198가길 149,True
28580,서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,39.6,201910,15,24200,6,1994,동일로198가길 149,True
28581,서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,34.44,201910,19,21500,15,1994,섬밭로 156,True
28582,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,49.5,201910,4,33000,6,1994,섬밭로 123,True
28583,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,49.5,201910,7,32900,6,1994,섬밭로 123,True
28584,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201910,9,22700,15,1994,섬밭로 123,True
28585,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,49.5,201910,9,33000,14,1994,섬밭로 123,True
28586,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,34.44,201910,12,20900,6,1994,섬밭로 123,True
28587,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201910,18,25000,4,1994,섬밭로 123,True
28588,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,49.5,201910,26,32700,15,1994,섬밭로 123,True
28589,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201910,30,25500,11,1994,섬밭로 123,True
28590,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201910,31,27900,13,1994,섬밭로 123,True
28596,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,1,33000,4,1999,공릉로34길 62,True
28597,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,11,34000,4,1999,공릉로34길 62,True
28598,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,12,34800,13,1999,공릉로34길 62,True
28599,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,12,32000,13,1999,공릉로34길 62,True
28600,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,15,33700,11,1999,공릉로34길 62,True
28601,서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201910,21,31500,2,1999,공릉로34길 62,True
28629,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201910,2,23200,3,1989,한글비석로 396,True
28631,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201910,8,24800,6,1989,한글비석로 396,True
28632,서울특별시 노원구 상계동,173-1,173,1,벽산,46.8,201910,9,27800,8,1989,한글비석로 396,True
28633,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201910,9,24700,5,1989,한글비석로 396,True
28634,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201910,12,25800,9,1989,한글비석로 396,True
28635,서울특별시 노원구 상계동,173-1,173,1,벽산,46.8,201910,15,25800,15,1989,한글비석로 396,True
28636,서울특별시 노원구 상계동,173-1,173,1,벽산,46.8,201910,17,26000,13,1989,한글비석로 396,True
28642,서울특별시 노원구 상계동,639,639,0,보람1단지,44.33,201910,9,27900,14,1988,한글비석로 479,True
28644,서울특별시 노원구 상계동,639,639,0,보람1단지,44.33,201910,11,27700,5,1988,한글비석로 479,True
28660,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),32.39,201910,2,25700,1,1988,동일로213길 21,True
28663,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),49.94,201910,7,35200,7,1988,덕릉로 459-21,True
28664,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),32.39,201910,11,27000,10,1988,동일로213길 21,True
28665,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),32.39,201910,12,26500,11,1988,동일로213길 21,True
28670,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201910,1,40900,3,1988,노원로 564,True
28671,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.77,201910,3,34500,1,1988,노원로 564,True
28672,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201910,3,43500,8,1988,노원로 564,True
28674,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.9,201910,5,35500,6,1988,노원로 564,True
28675,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201910,9,43700,12,1988,노원로 564,True
28676,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201910,9,43700,11,1988,노원로 564,True
28677,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201910,9,41200,12,1988,노원로 564,True
28679,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.77,201910,31,36800,10,1988,노원로 564,True
28680,서울특별시 노원구 상계동,666,666,0,상계주공10(저층),47.34,201910,3,38900,3,1988,노원로 564,True
28683,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),41.3,201910,7,32200,3,1988,동일로227길 25,True
28685,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),41.3,201910,12,30000,12,1988,동일로227길 25,True
28686,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),41.3,201910,15,35000,7,1988,동일로227길 25,True
28689,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),41.3,201910,24,32800,9,1988,동일로227길 25,True
28690,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),49.94,201910,25,40700,6,1988,동일로227길 25,True
28693,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),41.3,201910,18,29500,13,1988,한글비석로 530,True
28694,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),49.94,201910,19,35200,15,1988,한글비석로 530,True
28695,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),41.3,201910,22,29000,2,1988,한글비석로 530,True
28696,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),41.3,201910,24,29000,3,1988,한글비석로 530,True
28697,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),49.94,201910,24,38000,7,1988,한글비석로 530,True
28698,서울특별시 노원구 상계동,637,637,0,상계주공13(고층),49.94,201910,5,28000,15,1989,한글비석로54길 92,True
28699,서울특별시 노원구 상계동,637,637,0,상계주공13(고층),45.9,201910,10,24000,15,1989,한글비석로54길 92,True
28700,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),45.55,201910,1,26700,5,1989,수락산로 174,True
28701,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),49.94,201910,1,37000,9,1989,동일로228길 23,True
28703,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),45.9,201910,7,25700,3,1989,수락산로 174,True
28704,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),49.94,201910,12,35500,2,1989,동일로228길 23,True
28705,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),49.94,201910,19,36000,7,1989,동일로228길 23,True
28706,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),45.55,201910,28,27500,5,1989,수락산로 174,True
28707,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),45.55,201910,29,27000,2,1989,수락산로 174,True
28712,서울특별시 노원구 상계동,624,624,0,상계주공16(고층),45.77,201910,9,27150,3,1988,동일로227길 86,True
28715,서울특별시 노원구 상계동,624,624,0,상계주공16(고층),45.77,201910,20,27500,4,1988,동일로227길 86,True
28716,서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,201910,3,30000,9,1987,동일로215길 23,True
28723,서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,201910,18,29000,2,1987,동일로215길 23,True
28724,서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,201910,21,32200,11,1987,동일로215길 23,True
28737,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),32.39,201910,11,27000,5,1988,동일로214길 21,True
28741,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),37.46,201910,17,31700,8,1988,동일로 1356,True
28742,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),41.3,201910,23,35000,4,1988,동일로214길 21,True
28743,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201910,12,42000,4,1987,동일로216길 47,True
28744,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201910,16,42500,5,1987,동일로216길 47,True
28745,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201910,22,45000,4,1987,동일로216길 47,True
28746,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),49.94,201910,1,44500,5,1988,노해로 508,True
28748,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,201910,4,36000,15,1988,노해로 508,True
28752,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),38.0,201910,14,34500,8,1988,동일로 1384,True
28753,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),37.46,201910,15,35600,5,1988,동일로 1390,True
28755,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,201910,18,36200,5,1988,노해로 508,True
28757,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,201910,24,36500,10,1988,노해로 508,True
28761,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,201910,5,53000,9,1988,동일로 1456,True
28762,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,201910,8,37500,6,1988,동일로 1456,True
28763,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.55,201910,10,36800,1,1988,동일로 1456,True
28765,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,201910,14,38000,1,1988,동일로 1456,True
28766,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,201910,14,38000,1,1988,동일로 1456,True
28767,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.55,201910,15,35500,1,1988,동일로 1456,True
28768,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,201910,17,47800,13,1988,동일로 1456,True
28769,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.55,201910,18,39800,10,1988,동일로 1456,True
28771,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,201910,19,47700,14,1988,동일로 1456,True
28773,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,201910,4,31000,3,1988,노원로 532,True
28775,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,201910,15,34800,15,1988,노원로 532,True
28777,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,201910,15,29800,15,1988,노원로 532,True
28778,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.55,201910,21,32650,11,1988,노원로 532,True
28779,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,201910,24,28000,1,1988,노원로 532,True
28785,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,49.77,201910,2,29600,15,1998,동일로245길 162,True
28790,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,201910,11,29800,1,1998,동일로245가길 41,True
28791,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,201910,12,30400,3,1998,동일로245가길 41,True
28794,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,201910,22,30800,11,1998,동일로245가길 41,True
28799,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,8,29800,4,2001,덕릉로94가길 20,True
28801,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,14,31500,11,2001,덕릉로94가길 20,True
28802,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,19,28800,2,2001,덕릉로94가길 20,True
28803,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,22,31400,10,2001,덕릉로94가길 20,True
28804,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,24,30300,10,2001,덕릉로94가길 20,True
28805,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201910,30,29800,13,2001,덕릉로94가길 20,True
28832,서울특별시 노원구 월계동,13,13,0,미성,33.28,201910,7,39800,1,1986,마들로 59,True
28833,서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,201910,2,23500,12,1995,월계로55길 15,True
28834,서울특별시 노원구 월계동,320-11,320,11,사슴3,39.6,201910,2,27000,4,1995,월계로55길 15,True
28835,서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,201910,3,23400,8,1995,월계로55길 15,True
28836,서울특별시 노원구 월계동,320-11,320,11,사슴3,49.5,201910,7,29700,10,1995,월계로55길 15,True
28837,서울특별시 노원구 월계동,320-11,320,11,사슴3,49.5,201910,12,34300,11,1995,월계로55길 15,True
28838,서울특별시 노원구 월계동,320-11,320,11,사슴3,39.6,201910,29,27000,4,1995,월계로55길 15,True
28841,서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),39.6,201910,3,28000,8,1995,마들로3길 37,True
28842,서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),39.6,201910,3,27000,8,1995,마들로3길 37,True
28851,서울특별시 노원구 월계동,556,556,0,주공2,44.94,201910,8,22500,15,1992,초안산로1길 18,True
28852,서울특별시 노원구 월계동,556,556,0,주공2,44.52,201910,9,26000,8,1992,초안산로1길 18,True
28853,서울특별시 노원구 월계동,556,556,0,주공2,44.52,201910,9,25750,12,1992,초안산로1길 18,True
28856,서울특별시 노원구 월계동,556,556,0,주공2,44.52,201910,17,25300,7,1992,초안산로1길 18,True
28857,서울특별시 노원구 월계동,780,780,0,청백3,49.77,201910,7,24000,1,1998,월계로45가길 89,True
28858,서울특별시 노원구 월계동,780,780,0,청백3,49.77,201910,23,26500,5,1998,월계로45가길 89,True
28860,서울특별시 노원구 월계동,781,781,0,청백4,49.77,201910,2,23800,4,1998,월계로45가길 94,True
28861,서울특별시 노원구 월계동,923,923,0,초안1,49.6,201910,2,21800,6,1998,덕릉로60길 185,True
28906,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201910,2,30000,8,1992,한글비석로14길 8,True
28907,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201910,15,30000,9,1992,한글비석로14길 8,True
28908,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201910,18,28000,4,1992,한글비석로14길 8,True
28909,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201910,24,30300,10,1992,한글비석로14길 8,True
28911,서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,201910,2,33300,10,1992,중계로 230,True
28912,서울특별시 노원구 중계동,359-1,359,1,주공5,44.94,201910,4,34000,14,1992,중계로 230,True
28913,서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,201910,8,33000,12,1992,중계로 230,True
28914,서울특별시 노원구 중계동,359-1,359,1,주공5,44.94,201910,11,35000,14,1992,중계로 230,True
28915,서울특별시 노원구 중계동,359-1,359,1,주공5,44.52,201910,12,35000,5,1992,중계로 230,True
28917,서울특별시 노원구 중계동,364-12,364,12,주공6,44.1,201910,23,34900,6,1993,한글비석로8길 41,True
28918,서울특별시 노원구 중계동,364-12,364,12,주공6,44.1,201910,25,34500,4,1993,한글비석로8길 41,True
28919,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,1,30500,4,1993,한글비석로8길 42,True
28920,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,4,29900,12,1993,한글비석로8길 42,True
28921,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,10,29300,12,1993,한글비석로8길 42,True
28922,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,11,29500,6,1993,한글비석로8길 42,True
28923,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,12,29990,14,1993,한글비석로8길 42,True
28924,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,15,26000,1,1993,한글비석로8길 42,True
28925,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,15,28800,11,1993,한글비석로8길 42,True
28926,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,24,30000,11,1993,한글비석로8길 42,True
28927,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,25,26550,1,1993,한글비석로8길 42,True
28928,서울특별시 노원구 중계동,363-1,363,1,주공7,44.1,201910,29,29000,15,1993,한글비석로8길 42,True
28929,서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,201910,12,39000,9,1993,한글비석로5길 62,True
28930,서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,201910,22,41800,9,1993,한글비석로5길 62,True
28931,서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,201910,25,29000,1,1993,한글비석로5길 62,True
28938,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,1,34950,12,1990,섬밭로 285,True
28940,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.92,201910,4,27700,9,1990,섬밭로 285,True
28941,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,4,37800,7,1990,동일로207길 17,True
28943,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,9,38500,13,1990,동일로207길 18,True
28944,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,201910,9,29500,5,1990,동일로207길 18,True
28945,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,12,38600,10,1990,동일로207길 17,True
28946,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,12,39000,14,1990,동일로207길 17,True
28947,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,15,37700,4,1990,동일로207길 17,True
28948,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.91,201910,15,28000,2,1990,동일로207길 17,True
28949,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201910,19,37000,14,1990,동일로207길 17,True
28950,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201910,22,36000,7,1990,섬밭로 285,True
28951,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201910,26,37500,4,1990,동일로207길 17,True
28953,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201910,4,37000,10,1991,동일로208길 20,True
28954,서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,201910,5,36700,7,1991,동일로208길 20,True
28955,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201910,5,28500,6,1991,동일로208길 20,True
28956,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201910,5,37000,12,1991,동일로208길 20,True
28957,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201910,9,25000,1,1991,동일로208길 20,True
28958,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201910,9,28200,5,1991,동일로208길 20,True
28959,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201910,9,36700,7,1991,동일로208길 19,True
28960,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201910,12,34200,3,1991,동일로208길 20,True
28962,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201910,15,28950,8,1991,동일로208길 20,True
28963,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201910,15,37000,9,1991,동일로208길 19,True
28964,서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,201910,26,29350,3,1991,동일로208길 20,True
28987,서울특별시 노원구 하계동,271-3,271,3,건영,45.55,201910,7,29400,2,1988,섬밭로 229,True
29003,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.41,201910,9,28000,2,1989,섬밭로 196,True
29004,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.56,201910,15,28000,6,1989,섬밭로 196,True
29005,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.56,201910,17,29300,3,1989,섬밭로 196,True
29007,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.41,201910,22,31000,5,1989,섬밭로 196,True
29009,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.56,201910,26,29000,5,1989,섬밭로 196,True
29010,서울특별시 노원구 하계동,273,273,0,장미(시영6),43.41,201910,26,30700,5,1989,섬밭로 196,True
29013,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.5,201910,4,34500,6,1989,공릉로59길 25,True
29014,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.5,201910,5,36400,5,1989,공릉로59길 25,True
29015,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.85,201910,7,32000,4,1989,공릉로59길 25,True
29016,서울특별시 노원구 하계동,274,274,0,청솔(시영7),39.92,201910,10,27000,3,1989,공릉로59길 25,True
29019,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.5,201910,16,33000,7,1989,공릉로59길 25,True
29020,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.85,201910,17,33000,10,1989,공릉로59길 25,True
29021,서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.5,201910,21,35500,12,1989,공릉로59길 25,True
29030,서울특별시 노원구 하계동,284,284,0,한신1,35.28,201910,4,29000,14,1988,공릉로 351,True
29031,서울특별시 노원구 하계동,284,284,0,한신1,44.52,201910,15,32000,8,1988,공릉로 351,True
29032,서울특별시 노원구 하계동,284,284,0,한신1,44.52,201910,19,34800,11,1988,공릉로 351,True
29033,서울특별시 노원구 하계동,284,284,0,한신1,27.0,201910,22,22000,2,1988,공릉로 351,True
29034,서울특별시 노원구 하계동,284,284,0,한신1,27.0,201910,26,22300,8,1988,공릉로 351,True
29035,서울특별시 노원구 하계동,284,284,0,한신1,44.52,201910,30,35000,7,1988,공릉로 351,True
29049,서울특별시 도봉구 도봉동,641,641,0,서원,40.02,201910,1,21000,5,1996,마들로 684-19,True
29050,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,2,25800,13,1996,마들로 684-19,True
29051,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,9,23500,16,1996,마들로 684-19,True
29053,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,16,25000,17,1996,마들로 684-20,True
29054,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,17,25300,10,1996,마들로 684-19,True
29055,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,19,26000,6,1996,마들로 684-19,True
29056,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,21,21800,1,1996,마들로 684-19,True
29057,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,21,25750,12,1996,마들로 684-19,True
29058,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,21,25000,4,1996,마들로 684-20,True
29059,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,22,25000,6,1996,마들로 684-19,True
29060,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,24,25200,16,1996,마들로 684-19,True
29061,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,24,23300,16,1996,마들로 684-19,True
29062,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,29,25300,16,1996,마들로 684-20,True
29063,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201910,30,25500,7,1996,마들로 684-19,True
29064,서울특별시 도봉구 도봉동,641,641,0,서원,49.14,201910,31,24700,15,1996,마들로 684-19,True
29098,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,43.35,201910,1,20700,8,1986,시루봉로 107,True
29129,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,42.93,201910,2,21500,5,1988,해등로 195,True
29130,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,42.93,201910,5,23800,6,1988,해등로 195,True
29133,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,42.93,201910,11,21200,4,1988,해등로 195,True
29136,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,42.93,201910,14,21900,14,1988,해등로 195,True
29137,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,40.11,201910,17,20950,9,1988,해등로 195,True
29139,서울특별시 도봉구 쌍문동,56,56,0,삼익세라믹,42.93,201910,25,22900,6,1988,해등로 195,True
29146,서울특별시 도봉구 쌍문동,103-69,103,69,쌍문리버뷰,45.88,201910,4,33500,7,2019,도봉로 415,True
29147,서울특별시 도봉구 쌍문동,103-69,103,69,쌍문리버뷰,46.84,201910,19,34500,12,2019,도봉로 415,True
29194,서울특별시 도봉구 창동,715-3,715,3,미소애,45.466,201910,5,26500,7,2005,해등로 139,True
29195,서울특별시 도봉구 창동,715-3,715,3,미소애,45.466,201910,14,26900,7,2005,해등로 139,True
29204,서울특별시 도봉구 창동,300,300,0,상아2차아파트,45.54,201910,1,34800,5,1988,노해로63가길 7,True
29207,서울특별시 도봉구 창동,810,810,0,신창,49.77,201910,14,23700,8,1998,덕릉로62길 13,True
29208,서울특별시 도봉구 창동,810,810,0,신창,49.77,201910,23,23700,13,1998,덕릉로62길 13,True
